Keyword,Name,Street Address,City,State,Zip Code,Website,Employee Count,UEI,SBIR Profile Link
IRIS,Blue Iris Labs,18 Acacia Rd,Fairfax,CA,94930,http://www.blueirislabs.com,5,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/1972497
IRIS,"IRIS AO, INC.",2930 Shattuck Ave #302-304,Berkeley,CA,94705-1883,http://www.irisao.com,7,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/203406
IRIS,IRIS LIGHT TECHNOLOGIES INC,2307 W Thomas St,Chicago,IL,60622-3517,http://irislighttech.com/,3,EHLBHTYMHB89,https://legacy.www.sbir.gov/sbirsearch/detail/1508197
IRIS,IRIS MEDIA INC,1203 Willamette St,Eugene,OR,97401-5479,http://www.trifoia.com,21,MEJXSJMLHDS7,https://legacy.www.sbir.gov/sbirsearch/detail/203436
IRIS,"Iris Medical Instruments, Inc.",340 Pioneer Way,Mountain View,CA,94041,N/A,N/A,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/203514
IRIS,Iris OB Health Inc.,310 S Healy Ave,Scarsdale,NY,10583-1025,http://irisobhealth.com,5,G3EFEJS5J759,https://legacy.www.sbir.gov/sbirsearch/detail/1617219
IRIS,IRIS TECHNOLOGY CORPORATION,2811 Mcgaw Ave,Irvine,CA,92614-5835,https://www.iristechnology.com/,52,FZNZJD7228P5,https://legacy.www.sbir.gov/sbirsearch/detail/203518
IRIS,IRISYS RESEARCH AND DEVELOPMENT,"6190 Cornerstone E, Ste 106",San Diego,CA,92121,N/A,N/A,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/203524
IRIS,"OSIRIS THERAPEUTICS, INC.",2001 Aliceanna St,Baltimore,MD,21231,N/A,N/A,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/261263
IRIS,"SciRisq, Inc.",448 W. 19Th St #210,Houston,TX,77008,http://www.scirisq.com,2,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/88479
IRIS,Siris Laboratorys,40 Mark Drive,San Rafael,CA,94903,N/A,N/A,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/308704
virginia tech,"VIRGINIA TECHNOLOGIES, INC.",660 Hunters Place,Charlottesville,VA,22911-,N/A,N/A,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/346461
GlycoT Therapeutics LLC,GLYCOT THERAPEUTICS LLC,4991 Wild Olive Ct,Ellicott City,MD,21042-5026,http://www.glycot.com,3,Q9DESREWJJ39,https://legacy.www.sbir.gov/sbirsearch/detail/1057893
