internal_id,Recipient Name,Recipient UEI,recipient_id,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,Contract Award Type,Award Type,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
56814345,ESTAT ACTUATION INC,GNHZJY3VLDP5,cac35b5e-dd6a-56d1-e2ce-44c89ef38935-C,2023-02-01,2026-01-31,1321773.0,National Science Foundation,National Science Foundation,,COOPERATIVE AGREEMENT (B),National Science Foundation,National Science Foundation,655,national-science-foundation,ASST_NON_2208905_4900
55595308,ESTAT ACTUATION INC,GNHZJY3VLDP5,cac35b5e-dd6a-56d1-e2ce-44c89ef38935-C,2019-12-15,2020-11-30,225000.0,National Science Foundation,National Science Foundation,,PROJECT GRANT (B),National Science Foundation,National Science Foundation,655,national-science-foundation,ASST_NON_1941405_4900
91336906,"OMNISPEECH, LLC",MVJ7N2JHP3S8,283bd4f0-279b-a05d-0787-8075c39040d1-R,2014-12-08,2015-11-30,224997.0,Department of Health and Human Services,National Institutes of Health,,,,,806,department-of-health-and-human-services,ASST_NON_R41DC013916_7529
25722575,"OMNISPEECH, LLC",MVJ7N2JHP3S8,283bd4f0-279b-a05d-0787-8075c39040d1-R,2012-08-15,2016-07-31,1096090.0,National Science Foundation,National Science Foundation,,,,,655,national-science-foundation,ASST_NON_1230296_4900
23539049,"OMNISPEECH, LLC",MVJ7N2JHP3S8,283bd4f0-279b-a05d-0787-8075c39040d1-R,2011-01-01,2011-06-30,150000.0,National Science Foundation,National Science Foundation,,,,,655,national-science-foundation,ASST_NON_1047229_4900
91341529,"PROMPT DIAGNOSTICS, INC.",L28FVGJ715D7,fc0e05a0-19a2-7f5b-d32d-77bd4f754c69-C,2022-08-10,2025-01-31,258558.0,Department of Health and Human Services,National Institutes of Health,,PROJECT GRANT (B),Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,ASST_NON_R43AI170336_7529
56977786,"PROMPT DIAGNOSTICS, INC.",L28FVGJ715D7,fc0e05a0-19a2-7f5b-d32d-77bd4f754c69-C,2023-02-01,2024-12-31,255667.0,National Science Foundation,National Science Foundation,,PROJECT GRANT (B),,,655,national-science-foundation,ASST_NON_2232930_4900
54731050,"RECONSTRUCT, INC.",EAJEWF8MDU89,7a80a08d-6251-1918-b0b2-6e3a69f25a86-R,2018-06-15,2018-11-30,224996.0,National Science Foundation,National Science Foundation,,PROJECT GRANT (B),National Science Foundation,National Science Foundation,655,national-science-foundation,ASST_NON_1819248_4900
57496705,TERRAFORMA CARBON LLC,MXTTV9J454M7,4aa85db4-3189-cc9d-66c9-c07c02e066d9-R,2024-07-15,2025-06-30,275000.0,National Science Foundation,National Science Foundation,,PROJECT GRANT (B),National Science Foundation,National Science Foundation,655,national-science-foundation,ASST_NON_2423575_4900
89720129,T S G CONSULTING LLC,F4YYB27V54N4,ec6bd6c2-a63c-235d-e780-e95a9d679f2c-R,2013-08-15,2014-09-30,174043.0,Department of Health and Human Services,Centers for Medicare and Medicaid Services,,,,,806,department-of-health-and-human-services,ASST_NON_NAVCA130106_7530
