internal_id,Recipient Name,Recipient UEI,recipient_id,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,Contract Award Type,Award Type,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
81363864,ACADIAN RESEARCH & DEVELOPMENT LLC,Y3M9AQF9LKJ4,c0b46bbd-36fa-68aa-aee2-4b9b8e671be4-C,2020-06-29,2021-12-31,249741.0,Department of Energy,Department of Energy,,PROJECT GRANT (B),Department of Energy,Department of Energy,930,department-of-energy,ASST_NON_DESC0020916_8900
81363722,ACADIAN RESEARCH & DEVELOPMENT LLC,Y3M9AQF9LKJ4,c0b46bbd-36fa-68aa-aee2-4b9b8e671be4-C,2020-06-29,2021-12-31,239379.0,Department of Energy,Department of Energy,,PROJECT GRANT (B),Department of Energy,Department of Energy,930,department-of-energy,ASST_NON_DESC0020776_8900
56340397,ACADIAN RESEARCH & DEVELOPMENT LLC,Y3M9AQF9LKJ4,c0b46bbd-36fa-68aa-aee2-4b9b8e671be4-C,2024-09-01,2026-08-31,650000.0,Department of Agriculture,National Institute of Food and Agriculture,,PROJECT GRANT (B),Department of Agriculture,National Institute of Food and Agriculture,95,department-of-agriculture,ASST_NON_20243361043160_12H3
56337110,ACADIAN RESEARCH & DEVELOPMENT LLC,Y3M9AQF9LKJ4,c0b46bbd-36fa-68aa-aee2-4b9b8e671be4-C,2023-07-01,2024-06-30,175000.0,Department of Agriculture,National Institute of Food and Agriculture,,PROJECT GRANT (B),Department of Agriculture,National Institute of Food and Agriculture,95,department-of-agriculture,ASST_NON_20235140239207_12H3
81366911,CREEKSIDE ENVIRONMENTAL PRODUCTS LLC,ESP6ZKMSMQK8,4bc950cf-90a2-dd98-1a3e-515a6b2d06f8-C,2023-07-10,2025-09-09,1349849.0,Department of Energy,Department of Energy,,PROJECT GRANT (B),Department of Energy,Department of Energy,930,department-of-energy,ASST_NON_DESC0024051_8900
81366911,CREEKSIDE ENVIRONMENTAL PRODUCTS LLC,ESP6ZKMSMQK8,4bc950cf-90a2-dd98-1a3e-515a6b2d06f8-C,2023-07-10,2025-09-09,1349849.0,Department of Energy,Department of Energy,,PROJECT GRANT (B),Department of Energy,Department of Energy,930,department-of-energy,ASST_NON_DESC0024051_8900
81366911,CREEKSIDE ENVIRONMENTAL PRODUCTS LLC,ESP6ZKMSMQK8,4bc950cf-90a2-dd98-1a3e-515a6b2d06f8-C,2023-07-10,2025-09-09,1349849.0,Department of Energy,Department of Energy,,PROJECT GRANT (B),Department of Energy,Department of Energy,930,department-of-energy,ASST_NON_DESC0024051_8900
81366911,CREEKSIDE ENVIRONMENTAL PRODUCTS LLC,ESP6ZKMSMQK8,4bc950cf-90a2-dd98-1a3e-515a6b2d06f8-C,2023-07-10,2025-09-09,1349849.0,Department of Energy,Department of Energy,,PROJECT GRANT (B),Department of Energy,Department of Energy,930,department-of-energy,ASST_NON_DESC0024051_8900
81364765,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2021-06-28,2024-08-21,1342620.0,Department of Energy,Department of Energy,,PROJECT GRANT (B),Department of Energy,Department of Energy,930,department-of-energy,ASST_NON_DESC0021823_8900
81364765,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2021-06-28,2024-08-21,1342620.0,Department of Energy,Department of Energy,,PROJECT GRANT (B),Department of Energy,Department of Energy,930,department-of-energy,ASST_NON_DESC0021823_8900
