internal_id,Recipient Name,Recipient UEI,recipient_id,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,Contract Award Type,Award Type,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
91337269,PREDICTIVE LLC,LDHKC12HSJ86,d454ea06-acef-80ee-d5ff-5be40f735364-C,2021-08-13,2023-03-31,255537.0,Department of Health and Human Services,National Institutes of Health,,PROJECT GRANT (B),Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,ASST_NON_R41ES033589_7529
91355069,PREDICTIVE LLC,LDHKC12HSJ86,d454ea06-acef-80ee-d5ff-5be40f735364-C,2020-09-09,2026-12-31,1185774.0,Department of Health and Human Services,National Institutes of Health,,PROJECT GRANT (B),Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,ASST_NON_R44ES032371_7529
91345779,PREDICTIVE LLC,LDHKC12HSJ86,d454ea06-acef-80ee-d5ff-5be40f735364-C,2020-09-09,2021-11-30,167910.0,Department of Health and Human Services,National Institutes of Health,,PROJECT GRANT (B),Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,ASST_NON_R43ES032371_7529
91337270,PREDICTIVE LLC,LDHKC12HSJ86,d454ea06-acef-80ee-d5ff-5be40f735364-C,2021-12-20,2023-11-30,255538.0,Department of Health and Human Services,National Institutes of Health,,PROJECT GRANT (B),Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,ASST_NON_R41ES033857_7529
91337269,PREDICTIVE LLC,LDHKC12HSJ86,d454ea06-acef-80ee-d5ff-5be40f735364-C,2021-08-13,2023-03-31,255537.0,Department of Health and Human Services,National Institutes of Health,,PROJECT GRANT (B),Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,ASST_NON_R41ES033589_7529
91355056,AXNANO LLC,NMDVSFDSVCB4,cb2b49f8-b7f5-9396-bb65-0ed5fa471e1f-C,2019-09-17,2023-08-31,1064822.0,Department of Health and Human Services,National Institutes of Health,,PROJECT GRANT (B),Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,ASST_NON_R44ES031461_7529
91345793,AXNANO LLC,NMDVSFDSVCB4,cb2b49f8-b7f5-9396-bb65-0ed5fa471e1f-C,2021-09-01,2023-08-31,168087.0,Department of Health and Human Services,National Institutes of Health,,PROJECT GRANT (B),Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,ASST_NON_R43ES033585_7529
91337251,AXNANO LLC,NMDVSFDSVCB4,cb2b49f8-b7f5-9396-bb65-0ed5fa471e1f-C,2016-09-30,2018-03-29,274617.0,Department of Health and Human Services,National Institutes of Health,,PROJECT GRANT (B),,,806,department-of-health-and-human-services,ASST_NON_R41ES026916_7529
72622940,AXNANO LLC,NMDVSFDSVCB4,cb2b49f8-b7f5-9396-bb65-0ed5fa471e1f-C,2017-09-01,2020-02-29,299994.0,Department of Commerce,National Institute of Standards and Technology,,COOPERATIVE AGREEMENT (B),Department of Commerce,National Institute of Standards and Technology,183,department-of-commerce,ASST_NON_70NANB17H231_1341
72622626,AXNANO LLC,NMDVSFDSVCB4,cb2b49f8-b7f5-9396-bb65-0ed5fa471e1f-C,2016-08-01,2017-01-31,99275.0,Department of Commerce,National Institute of Standards and Technology,,,,,183,department-of-commerce,ASST_NON_70NANB16H185_1341
