internal_id,Recipient Name,Recipient UEI,recipient_id,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,Contract Award Type,Award Type,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
131162791,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2012-04-05,2013-06-28,149996.0,Department of Defense,Department of the Navy,DCA,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833512C0173_9700_-NONE-_-NONE-
129986392,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2017-08-22,2019-02-09,224998.51,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N0017817C1101_9700_-NONE-_-NONE-
118697765,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2012-08-15,2019-02-19,1059992.0,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865012C1472_9700_-NONE-_-NONE-
118697520,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2011-04-29,2012-02-03,99996.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865011M1172_9700_-NONE-_-NONE-
118696535,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2009-04-20,2010-01-29,100000.0,Department of Defense,Department of the Air Force,PO,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865009M6969_9700_-NONE-_-NONE-
118695708,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2008-01-28,2008-10-28,99999.0,Department of Defense,Department of the Air Force,PO,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865008M1330_9700_-NONE-_-NONE-
111992766,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2024-08-07,2025-02-06,159999.0,National Aeronautics and Space Administration,National Aeronautics and Space Administration,PURCHASE ORDER,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_AWD_80NSSC24PB331_8000_-NONE-_-NONE-
111184722,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2024-10-18,2027-10-17,500000.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC25C0004_6800_-NONE-_-NONE-
111184164,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2023-12-01,2024-05-31,99999.96,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0018_6800_-NONE-_-NONE-
111184174,MATERIAL REUSE LLC,U3VRD1T9Q6H9,6c6e8257-d0e1-8069-5ccf-6d8d35dbcec2-C,2023-12-01,2024-05-31,99940.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0028_6800_-NONE-_-NONE-
