internal_id,Recipient Name,Recipient UEI,recipient_id,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,Contract Award Type,Award Type,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
118689470,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2021-08-24,2022-11-24,745446.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864921P1505_9700_-NONE-_-NONE-
118689385,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2021-04-09,2021-07-09,49821.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864921P1396_9700_-NONE-_-NONE-
118688748,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2021-02-05,2021-05-08,49804.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864921P0650_9700_-NONE-_-NONE-
118688385,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2020-11-23,2021-05-24,137458.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864921P0231_9700_-NONE-_-NONE-
111990206,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2024-06-25,2026-06-24,899989.0,National Aeronautics and Space Administration,National Aeronautics and Space Administration,DEFINITIVE CONTRACT,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_AWD_80NSSC24CA107_8000_-NONE-_-NONE-
111989186,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2023-08-03,2024-02-02,166248.0,National Aeronautics and Space Administration,National Aeronautics and Space Administration,PURCHASE ORDER,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_AWD_80NSSC23PB622_8000_-NONE-_-NONE-
111985239,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2022-07-25,2023-01-25,166319.0,National Aeronautics and Space Administration,National Aeronautics and Space Administration,PURCHASE ORDER,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_AWD_80NSSC22PB242_8000_-NONE-_-NONE-
111184165,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2023-12-01,2024-05-31,99798.55,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0019_6800_-NONE-_-NONE-
111184154,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2023-10-17,2025-10-16,397332.36,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0008_6800_-NONE-_-NONE-
111183583,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2022-11-22,2023-05-31,99803.5,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC23C0033_6800_-NONE-_-NONE-
