internal_id,Recipient Name,Recipient UEI,recipient_id,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,Contract Award Type,Award Type,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
111184154,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2023-10-17,2025-10-16,397332.36,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0008_6800_-NONE-_-NONE-
111183583,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2022-11-22,2023-05-31,99803.5,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC23C0033_6800_-NONE-_-NONE-
167044940,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2022-05-16,2023-07-17,577495.39,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W52P1J22C0033_9700_-NONE-_-NONE-
167043963,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2021-02-26,2022-02-25,642829.2,Department of Defense,Department of the Army,DEFINITIVE CONTRACT,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W52P1J21C0022_9700_-NONE-_-NONE-
131180590,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2024-11-15,2025-05-14,146455.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833525C0015_9700_-NONE-_-NONE-
131179482,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2024-07-15,2025-01-15,139927.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833524C0458_9700_-NONE-_-NONE-
126473454,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2023-08-18,2024-04-20,254957.04,Department of Defense,Defense Human Resources Activity,DEFINITIVE CONTRACT,,Department of Defense,Defense Human Resources Activity,1173,department-of-defense,CONT_AWD_H9821023C0013_9700_-NONE-_-NONE-
118691042,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2023-02-03,2024-05-10,990288.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864923P0469_9700_-NONE-_-NONE-
118690151,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2022-03-10,2023-06-12,747531.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864922P0708_9700_-NONE-_-NONE-
118689669,VISIMO LLC,X854ZJDHWHJ5,5c016687-bb74-4d3e-1056-45ff142b5047-C,2021-11-02,2022-02-02,49872.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864922P0077_9700_-NONE-_-NONE-
