internal_id,Recipient Name,Recipient UEI,recipient_id,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,Contract Award Type,Award Type,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
111184167,SAFETYSPECT INC,VF8ZC4A4ZWL9,9aee0a29-720f-6401-bfb2-eb26bf0967b4-C,2023-12-01,2024-05-31,99093.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0021_6800_-NONE-_-NONE-
98250402,SAFETYSPECT INC,VF8ZC4A4ZWL9,9aee0a29-720f-6401-bfb2-eb26bf0967b4-C,2024-08-30,2024-11-30,80250.0,Department of Agriculture,Agricultural Research Service,PURCHASE ORDER,,Department of Agriculture,Agricultural Research Service,95,department-of-agriculture,CONT_AWD_12305B24P0154_12H2_-NONE-_-NONE-
98249033,SAFETYSPECT INC,VF8ZC4A4ZWL9,9aee0a29-720f-6401-bfb2-eb26bf0967b4-C,2021-07-30,2021-08-30,28250.0,Department of Agriculture,Agricultural Research Service,PURCHASE ORDER,,Department of Agriculture,Agricultural Research Service,95,department-of-agriculture,CONT_AWD_12305B21P0179_12H2_-NONE-_-NONE-
98248982,SAFETYSPECT INC,VF8ZC4A4ZWL9,9aee0a29-720f-6401-bfb2-eb26bf0967b4-C,2021-05-05,2021-09-30,124500.0,Department of Agriculture,Agricultural Research Service,PURCHASE ORDER,,Department of Agriculture,Agricultural Research Service,95,department-of-agriculture,CONT_AWD_12305B21P0106_12H2_-NONE-_-NONE-
111184157,IM TECHNOLOGIES LLC,LM98CNVAUTG5,4477dcb3-4cb3-b9ab-092c-f4864ecbbdf5-C,2023-12-01,2024-05-31,100000.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0011_6800_-NONE-_-NONE-
111184157,IM TECHNOLOGIES LLC,LM98CNVAUTG5,4477dcb3-4cb3-b9ab-092c-f4864ecbbdf5-C,2023-12-01,2024-05-31,100000.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0011_6800_-NONE-_-NONE-
111762590,PREDICTIVE LLC,LDHKC12HSJ86,d454ea06-acef-80ee-d5ff-5be40f735364-C,2024-09-05,2025-09-04,298262.0,Department of Health and Human Services,National Institutes of Health,DEFINITIVE CONTRACT,,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_AWD_75N93024C00038_7529_-NONE-_-NONE-
111673721,PREDICTIVE LLC,LDHKC12HSJ86,d454ea06-acef-80ee-d5ff-5be40f735364-C,2020-09-08,2021-09-17,149000.0,Department of Health and Human Services,Food and Drug Administration,PURCHASE ORDER,,Department of Health and Human Services,Food and Drug Administration,806,department-of-health-and-human-services,CONT_AWD_75F40120P00450_7524_-NONE-_-NONE-
111762590,PREDICTIVE LLC,LDHKC12HSJ86,d454ea06-acef-80ee-d5ff-5be40f735364-C,2024-09-05,2025-09-04,298262.0,Department of Health and Human Services,National Institutes of Health,DEFINITIVE CONTRACT,,Department of Health and Human Services,National Institutes of Health,806,department-of-health-and-human-services,CONT_AWD_75N93024C00038_7529_-NONE-_-NONE-
111673721,PREDICTIVE LLC,LDHKC12HSJ86,d454ea06-acef-80ee-d5ff-5be40f735364-C,2020-09-08,2021-09-17,149000.0,Department of Health and Human Services,Food and Drug Administration,PURCHASE ORDER,,Department of Health and Human Services,Food and Drug Administration,806,department-of-health-and-human-services,CONT_AWD_75F40120P00450_7524_-NONE-_-NONE-
