internal_id,Recipient Name,Recipient UEI,recipient_id,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,Contract Award Type,Award Type,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
111184174,MATERIAL REUSE LLC,U3VRD1T9Q6H9,6c6e8257-d0e1-8069-5ccf-6d8d35dbcec2-C,2023-12-01,2024-05-31,99940.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0028_6800_-NONE-_-NONE-
111992811,MIZAR THERAPEUTICS INC.,QTYLAVN4EJR6,6c048171-cf4c-37c1-5058-d819ae59882b-C,2024-08-07,2025-02-06,155536.0,National Aeronautics and Space Administration,National Aeronautics and Space Administration,PURCHASE ORDER,,National Aeronautics and Space Administration,National Aeronautics and Space Administration,862,national-aeronautics-and-space-administration,CONT_AWD_80NSSC24PB376_8000_-NONE-_-NONE-
167189334,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2022-08-22,2025-09-21,1099933.21,Department of Defense,Defense Health Agency,DEFINITIVE CONTRACT,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W81XWH22C0090_9700_-NONE-_-NONE-
167189116,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2021-07-26,2022-02-25,240585.13,Department of Defense,Department of the Army,PURCHASE ORDER,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W81XWH21P0101_9700_-NONE-_-NONE-
118688436,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2021-02-05,2021-05-03,48614.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864921P0294_9700_-NONE-_-NONE-
111184176,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2023-12-01,2024-05-31,99989.12,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0030_6800_-NONE-_-NONE-
167189334,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2022-08-22,2025-09-21,1099933.21,Department of Defense,Defense Health Agency,DEFINITIVE CONTRACT,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W81XWH22C0090_9700_-NONE-_-NONE-
167189116,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2021-07-26,2022-02-25,240585.13,Department of Defense,Department of the Army,PURCHASE ORDER,,Department of Defense,Department of the Army,1173,department-of-defense,CONT_AWD_W81XWH21P0101_9700_-NONE-_-NONE-
118688436,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2021-02-05,2021-05-03,48614.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA864921P0294_9700_-NONE-_-NONE-
111184176,MOLECULAR REBAR DESIGN LLC,LL34B99KR2R4,6e554dd5-dcce-ec4d-3266-32201d7de6a1-C,2023-12-01,2024-05-31,99989.12,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0030_6800_-NONE-_-NONE-
