internal_id,Recipient Name,Recipient UEI,recipient_id,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,Contract Award Type,Award Type,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
111184171,ACADIAN RESEARCH & DEVELOPMENT LLC,Y3M9AQF9LKJ4,c0b46bbd-36fa-68aa-aee2-4b9b8e671be4-C,2023-12-01,2024-05-31,0.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0025_6800_-NONE-_-NONE-
111184744,ACADIAN RESEARCH & DEVELOPMENT LLC,Y3M9AQF9LKJ4,c0b46bbd-36fa-68aa-aee2-4b9b8e671be4-C,2024-12-16,2025-06-15,100000.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC25C0028_6800_-NONE-_-NONE-
111184172,ACADIAN RESEARCH & DEVELOPMENT LLC,Y3M9AQF9LKJ4,c0b46bbd-36fa-68aa-aee2-4b9b8e671be4-C,2023-12-01,2024-05-31,100000.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0026_6800_-NONE-_-NONE-
111184171,ACADIAN RESEARCH & DEVELOPMENT LLC,Y3M9AQF9LKJ4,c0b46bbd-36fa-68aa-aee2-4b9b8e671be4-C,2023-12-01,2024-05-31,0.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0025_6800_-NONE-_-NONE-
111184155,CREEKSIDE ENVIRONMENTAL PRODUCTS LLC,ESP6ZKMSMQK8,4bc950cf-90a2-dd98-1a3e-515a6b2d06f8-C,2023-12-01,2024-05-31,100000.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0009_6800_-NONE-_-NONE-
111184155,CREEKSIDE ENVIRONMENTAL PRODUCTS LLC,ESP6ZKMSMQK8,4bc950cf-90a2-dd98-1a3e-515a6b2d06f8-C,2023-12-01,2024-05-31,100000.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0009_6800_-NONE-_-NONE-
111184155,CREEKSIDE ENVIRONMENTAL PRODUCTS LLC,ESP6ZKMSMQK8,4bc950cf-90a2-dd98-1a3e-515a6b2d06f8-C,2023-12-01,2024-05-31,100000.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0009_6800_-NONE-_-NONE-
111184155,CREEKSIDE ENVIRONMENTAL PRODUCTS LLC,ESP6ZKMSMQK8,4bc950cf-90a2-dd98-1a3e-515a6b2d06f8-C,2023-12-01,2024-05-31,100000.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0009_6800_-NONE-_-NONE-
111184149,"FOREVER ANALYTICAL SERVICES, INC.",E8DMQP3A2W74,1245d795-9980-c302-ab23-39fa26acbe49-C,2023-10-17,2025-10-16,400000.0,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC24C0003_6800_-NONE-_-NONE-
111183564,"FOREVER ANALYTICAL SERVICES, INC.",E8DMQP3A2W74,1245d795-9980-c302-ab23-39fa26acbe49-C,2022-12-12,2023-06-11,99982.79,Environmental Protection Agency,Environmental Protection Agency,DEFINITIVE CONTRACT,,Environmental Protection Agency,Environmental Protection Agency,700,environmental-protection-agency,CONT_AWD_68HERC23C0014_6800_-NONE-_-NONE-
