internal_id,Recipient Name,Recipient UEI,recipient_id,Start Date,End Date,Award Amount,Awarding Agency,Awarding Sub Agency,Contract Award Type,Award Type,Funding Agency,Funding Sub Agency,awarding_agency_id,agency_slug,generated_internal_id
131170717,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2019-08-26,2020-12-14,239993.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833519C0703_9700_-NONE-_-NONE-
131170263,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2019-01-04,2022-11-03,1499990.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833519C0212_9700_-NONE-_-NONE-
131168487,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2017-12-22,2022-10-31,1699997.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833518C0056_9700_-NONE-_-NONE-
131163700,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2013-09-26,2018-01-02,999995.0,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833513C0231_9700_-NONE-_-NONE-
131162791,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2012-04-05,2013-06-28,149996.0,Department of Defense,Department of the Navy,DCA,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N6833512C0173_9700_-NONE-_-NONE-
129986392,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2017-08-22,2019-02-09,224998.51,Department of Defense,Department of the Navy,DEFINITIVE CONTRACT,,Department of Defense,Department of the Navy,1173,department-of-defense,CONT_AWD_N0017817C1101_9700_-NONE-_-NONE-
118697765,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2012-08-15,2019-02-19,1059992.0,Department of Defense,Department of the Air Force,DEFINITIVE CONTRACT,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865012C1472_9700_-NONE-_-NONE-
118697520,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2011-04-29,2012-02-03,99996.0,Department of Defense,Department of the Air Force,PURCHASE ORDER,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865011M1172_9700_-NONE-_-NONE-
118696535,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2009-04-20,2010-01-29,100000.0,Department of Defense,Department of the Air Force,PO,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865009M6969_9700_-NONE-_-NONE-
118695708,HOLOCHIP CORP,PLRXAUJRGGT8,bfb03110-2217-1bd1-66e5-7973ffb49cf7-C,2008-01-28,2008-10-28,99999.0,Department of Defense,Department of the Air Force,PO,,Department of Defense,Department of the Air Force,1173,department-of-defense,CONT_AWD_FA865008M1330_9700_-NONE-_-NONE-
