keyword,legal_name,num_uei,cage,physical_address,mailing_address,entity_url,start_date,contact1,contact2,state_country_incorporation,congressional_district
terraPulse,"TERRAPULSE, INC.",T37JWJDD79T4,7DHX3,"13201 Squires CT,North Potomac, Maryland,20878-3987, United States","13201 Squires Court,North Potomac, Maryland,20878, United States",https://www.terrapulse.com/,"Oct 20, 2014","Saurabh Channan, CEO","Saurabh Channan, CEO","Delaware, United States",Maryland 08
"MF Fire, Inc.",IN LIGHT THERAPY INC,FY59A2QNK655,920Z0,"30 South Angel Fire Road,Angel Fire, New Mexico,87710, United States","PO Box 362,,Angel Fire, New Mexico,87110-1600, United States",https://inlighttherapyinc.com/,"Sep 5, 2019","Jane Melone, COO","Marcia Marye-Denton, Director Community Outreach","New Mexico, United States",New Mexico 03
"MF Fire, Inc.","FIRE MOUNTAIN GEMS AND BEADS, INC.",LZHYHP1H3Y14,3LYP8,"1 Fire Mountain WAY,Grants Pass, Oregon,97526-2373, United States","1 Fire Mountain WAY,Grants Pass, Oregon,97526-2373, United States",http://www.firemountaingems.com/,"Apr 21, 1986","Chuck Wolfmueller, COO","Janet Mathews, CFO","Oregon, United States",Oregon 02
"MF Fire, Inc.",ROSENFIRE SRL,N9NNX3JNRLJ1,AH378,"Via Bormioli N 3,Brescia (bs),25135, Italy","Via Bormioli N 3,Brescia (bs), Brescia,25135, Italy",https://rosenfire.it/,"Jul 11, 2005","Alberto Mattia, Sole Director","Stewart Godwin, Director of Government Services","(blank), Italy",Not Applicable
"MF Fire, Inc.",C.E.T. FIRE PUMPS MFG LTD,QU5BMVZN99J5,L0545,"2 Industrielle,Pierreville, Qc,J0G1J0, Canada","2 Industrielle,Pierreville, Qc,J0G 1J0, Canada",https://www.fire-pump.com/,"Jun 1, 1995","STEPHAN THIBAULT, President",STEPHAN THIBAULT,"(blank), Canada",Not Applicable
"MF Fire, Inc.","KIDDE-FENWAL, INC.",ZQ11WUWJGAA4,0KDP7,"400 Main ST,Ashland, Massachusetts,01721-2150, United States","400 Main ST,Ashland, Massachusetts,01721-2150, United States",https://www.kidde-fenwal.com/,"Jan 1, 1987",Jamie McNally,"Jamie McNally, Compliance Engineer","Delaware, United States",Massachusetts 02
"Sommos, Inc.",,,,"AVENIDA ALMIRANTE BARROSO 00091 SAL 507 SAL 508,CENTRO,RIO DE JANEIRO,20031-916, BRA",,,,,,,
Ionic Devices,IONIC DEVICES INC,WKDMT9PHX1N7,(blank),"3417 Tulane DR APT 2,Hyattsville, Maryland,20783-1832, United States","3417 Tulane DR APT 2,Hyattsville, Maryland,20783-1832, United States",https://www.ionic-devices.com/,"Feb 22, 2023","Keith E Gregorczyk, CEO","Keith E Gregorczyk, CEO","Maryland, United States",Maryland 04
"And Battery Aero, Inc.",AND BATTERY AERO INC.,HGE9SXSJGSD9,9VF54,"2400 W El Camino Real APT 603,Mountain View, California,94040-4722, United States","221 Main ST.,PO Box 761,Los Altos, California,94023, United States",,"Aug 16, 2022","Shashank Sripad, Cofounder","Shashank Sripad, CTO","Delaware, United States",California 16
"And Battery Aero, Inc.","AERODESIGN, INC.",DM79NWJ3WNB9,1YNN8,"101 Clemmons RD,Mount Juliet, Tennessee,37122-3053, United States","101 Clemmons Road,Mount Juliet, Tennessee,37122-3013, United States",http://www.heico.com/,"Jan 30, 1982",ALEX LEDESMA,MICHAEL MONTGOMERY,"Tennessee, United States",Tennessee 05
"And Battery Aero, Inc.",DISCOUNT AERO PARTS LLC,LWS1XEKKHQH5,9BNC6,"318 South ST SE STE B,Leesburg, Virginia,20175-3737, United States","318 South Street SE,Bay B,Leesburg, Virginia,20175, United States",,"Oct 27, 2018",JONAS GUTU,JONAS GUTU,"Virginia, United States",Virginia 10
Red Ace Bio LLC,RED ACE BIO LLC,E58LVNGXNLK3,(blank),"1819 E Branch RD,State College, Pennsylvania,16801-7036, United States","1819 E Branch RD,State College, Pennsylvania,16801-7036, United States",https://www.redacebio.com/,"Nov 15, 2023","Scott M Leighow, Dr.","Scott M Leighow, Dr.","Pennsylvania, United States",Pennsylvania 15
"BEIT, Inc.",WOMEN OF THE SUN,G7W3FKBL6QL8,SNBR0,"Dco -BEIT Jala Street,Bethlehem City,00972, West Bank","Dco -BEIT Jala Street,Beit Jala - Bethlehem City,00972, West Bank",https://womensun.org/,"Feb 22, 2022","Reem Hajajreh, MRS","Reem Hajajreh, MRS","(blank), West Bank",Not Applicable
"BEIT, Inc.",,,,"PARCEL NO. 28, OF PLOT NO. 1758, BUILDING NO. 2940/35, SHAIMAA ST.,BEIT LAHIA, North Gaza,(blank), XGZ",,,,,,,
"BEIT, Inc.",BEIT ALMUSICA SHEFAAMR (R.A),W8XNSSLJE4M4,4384A,"14 Patriarch Clement Bahouth,Shefaamr,(blank), Israel","Pob 787,Shefaram,2020000, Israel",,"May 31, 1999",Amer Nakhleh,Amer Nakhleh,"(blank), Israel",Not Applicable
"BEIT, Inc.",,,,"SHUFAT 14,JERSUALEM,(blank), ISR",,,,,,,
"BEIT, Inc.",,,,"3131 CHEW ST,ALLENTOWN, PA,18104-5317, USA",,,,,,,
1eq Inc.,JME LTD,NBNLKQ5FHEX6,U07Z9,"Electron House,Old Nelson Street,Lowestoft,NR32 1EQ, United Kingdom","Electron House,Old Nelson Street,Lowestoft, Suffolk,NR32 1EQ, United Kingdom",https://www.jme.co.uk/,"Aug 26, 1986","JAMES DENTON, MR",JAMES DENTON,"(blank), United Kingdom",Not Applicable
Advanced Aircraft Company,"ADVANCED AIRCRAFT COMPANY, LLC",NBN3LGEXEH39,84M95,"1100 Exploration WAY,STE 302S,Hampton, Virginia,23666-6264, United States","1100 Exploration WAY STE 302S,Hampton, Virginia,23666-6264, United States",https://www.advancedaircraftcompany.com/,"May 3, 2017","Aaron Frank, Chief Operations Officer","Paul Allen, Chief Operations Officer","Virginia, United States",Virginia 03
Advanced Aircraft Company,YULISTA SUNRISE BEACH JV LLC,G9Y5CCCKR2Y8,95CL4,"5015 Business Park BLVD STE 3000,Anchorage, Alaska,99503-7177, United States","8600 Advanced Gateway SW,Huntsville, Alabama,35808-1336, United States",https://www.yulista.com/,"Sep 1, 2021","Courtney Andrews, Contracts Manager","Leigh Ripke, Contracts","Alaska, United States",Alaska 00
Advanced Aircraft Company,ADVANCED CERAMIC COATINGS LLC,YLA7SYTRGZF1,91CA4,"1191 Howell RD,Duncan, South Carolina,29334-8848, United States","1191 Howell RD,Duncan, South Carolina,29334-8848, United States",https://www.advanced-ceramic-coatings.com/,"Nov 10, 2014","Benjamin Deming, Quality Manager","Scott Hayes, Managing Director","Delaware, United States",South Carolina 04
Advanced Aircraft Company,YULISTA DEFENSE SYSTEMS LLC,DQMEWGH2DV33,9YAT3,"5015 Business Park BLVD STE 3000,Anchorage, Alaska,99503-7177, United States","8600 Advanced Gateway SW,Huntsville, Alabama,35808, United States",,"Apr 25, 2024",Wendy McGee,Tim Smith,"Alaska, United States",Alaska 00
Advanced Aircraft Company,ADVANCED TURBINE COMPONENT MANUFACTURING LLC,KLVLPMMYKSN4,8TMC6,"405 W Fairmont DR,Tempe, Arizona,85282-2007, United States","405 W Fairmont AVE,Tempe, Arizona,85282, United States",https://www.atcmfg.com/,"Dec 7, 2020","Stacy Kruse, Mrs","Timothy Grein, Mr.","Arizona, United States",Arizona 04
AliquantumRx Inc.,ALIQUANTUMRX INC,TKSWMKLG1J43,917Z0,"1812 Ashland AVE STE 100,Baltimore, Maryland,21205-1546, United States","1812 Ashland AVE STE 100,Baltimore, Maryland,21205-1546, United States",https://www.aliquantumrx.com/,"Oct 7, 2016","Nikola Kaludov, President","Nikola Kaludov, President","Maryland, United States",Maryland 07
Armaments Research Company,ARMAMENTS RESEARCH COMPANY INC.,F6KMMJAFFB47,7VYH2,"6422 Broad ST,Bethesda, Maryland,20816-2608, United States","4445 Willard AVE STE 600,Chevy Chase , Maryland,20815, United States",http://www.armaments.us/,"Sep 8, 2013",Michael Canty,Michael Canty,"Delaware, United States",Maryland 08
