Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
AMBIHARV INC.,AMBIHARV INC.,07/01/2013,03/31/2014,"$149,992.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/683436
SCISCO GENETICS INC,SCISCO GENETICS INC,07/01/2015,06/30/2019,"$2,171,175.00",Phase II,SBIR,PAR14-088,https://legacy.www.sbir.gov/sbirsearch/detail/1046327
SCISCO GENETICS INC,SCISCO GENETICS INC,N/A,N/A,"$527,959.00",Phase II,STTR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/188461
SCISCO GENETICS INC,SCISCO GENETICS INC,N/A,N/A,"$100,000.00",Phase I,STTR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/188458
-9 2 -6.LLC,-9 2 -6.LLC,N/A,N/A,"$100,000.00",Phase I,STTR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/76295
(DCS) DIMENSIONAL CONTROL SYSTEMS,(DCS) DIMENSIONAL CONTROL SYSTEMS,N/A,N/A,"$749,988.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/71402
(DCS) DIMENSIONAL CONTROL SYSTEMS,(DCS) DIMENSIONAL CONTROL SYSTEMS,N/A,N/A,"$69,999.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/71404
"0 BASE DESIGN, LLC","0 BASE DESIGN, LLC",10/13/2021,01/13/2023,"$749,922.00",Phase II,STTR,X20.D,https://legacy.www.sbir.gov/sbirsearch/detail/2217587
"0 BASE DESIGN, LLC","0 BASE DESIGN, LLC",11/17/2020,05/15/2021,"$149,996.00",Phase I,STTR,X20.D,https://legacy.www.sbir.gov/sbirsearch/detail/1943051
"0 BASE DESIGN, LLC","0 BASE DESIGN, LLC",02/13/2020,08/20/2020,"$139,991.00",Phase I,SBIR,19.3,https://legacy.www.sbir.gov/sbirsearch/detail/1923365
"0 BASE DESIGN, LLC","0 BASE DESIGN, LLC",08/06/2020,11/06/2021,"$1,000,000.00",Phase II,STTR,18.B,https://legacy.www.sbir.gov/sbirsearch/detail/1936051
