Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
"Revolve Biotechnologies, Inc.","Revolve Biotechnologies, Inc.",08/01/2015,07/31/2016,"$448,212.00",Phase I,SBIR,PA14-197,https://legacy.www.sbir.gov/sbirsearch/detail/1045171
SCANOGEN INC.,SCANOGEN INC.,08/17/2023,07/31/2026,"$999,966.00",Phase II,SBIR,PA22-176,https://legacy.www.sbir.gov/sbirsearch/detail/2511629
SCANOGEN INC.,SCANOGEN INC.,06/09/2023,05/31/2026,"$999,995.00",Phase II,SBIR,PA21-259,https://legacy.www.sbir.gov/sbirsearch/detail/2512775
SCANOGEN INC.,SCANOGEN INC.,05/01/2022,04/30/2023,"$298,601.00",Phase I,SBIR,PA21-259,https://legacy.www.sbir.gov/sbirsearch/detail/2338935
SCANOGEN INC.,SCANOGEN INC.,02/07/2020,01/31/2023,"$2,982,842.00",Phase II,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1909989
SCANOGEN INC.,SCANOGEN INC.,02/13/2017,01/31/2021,"$2,996,389.00",Phase II,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1248645
SCANOGEN INC.,SCANOGEN INC.,05/15/2017,04/30/2020,"$599,334.00",Phase I,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1305129
SCANOGEN INC.,SCANOGEN INC.,06/01/2016,04/30/2018,"$224,996.00",Phase I,SBIR,PA15-269,https://legacy.www.sbir.gov/sbirsearch/detail/1163085
SCANOGEN INC.,SCANOGEN INC.,01/01/2016,02/10/2017,"$1,223,273.00",Phase I,SBIR,PA14-071,https://legacy.www.sbir.gov/sbirsearch/detail/1163327
SCANOGEN INC.,SCANOGEN INC.,07/01/2015,06/30/2016,"$289,322.00",Phase I,SBIR,PA14-071,https://legacy.www.sbir.gov/sbirsearch/detail/1031117
SCANOGEN INC.,SCANOGEN INC.,05/15/2014,04/30/2016,"$599,760.00",Phase I,SBIR,PA10-123,https://legacy.www.sbir.gov/sbirsearch/detail/1029363
SeeHear LLC,SeeHear LLC,09/01/2019,08/31/2021,"$1,000,757.00",Phase II,SBIR,PA18-573,https://legacy.www.sbir.gov/sbirsearch/detail/1685799
SeeHear LLC,SeeHear LLC,06/01/2017,11/30/2018,"$148,746.00",Phase I,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1305299
SeeHear LLC,SeeHear LLC,09/01/2017,08/31/2019,"$147,919.00",Phase I,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1322891
