Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
"XHALE, INC.","XHALE, INC.",04/01/2014,03/31/2017,"$622,777.00",Phase I,SBIR,PA11-133,https://legacy.www.sbir.gov/sbirsearch/detail/1045075
"XHALE, INC.","XHALE, INC.",N/A,N/A,"$163,230.00",Phase I,SBIR,PA11-096,https://legacy.www.sbir.gov/sbirsearch/detail/400100
"XHALE, INC.","XHALE, INC.",N/A,N/A,"$161,074.00",Phase I,SBIR,PA11-096,https://legacy.www.sbir.gov/sbirsearch/detail/400416
"XHALE, INC.","XHALE, INC.",N/A,N/A,"$1,825,170.00",Phase II,SBIR,PHS2010-2,https://legacy.www.sbir.gov/sbirsearch/detail/4357
"XHALE, INC.","XHALE, INC.",N/A,N/A,"$1,706,040.00",Phase II,SBIR,PHS2009-2,https://legacy.www.sbir.gov/sbirsearch/detail/162383
"XHALE, INC.","XHALE, INC.",N/A,N/A,"$134,092.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/162379
"XHALE, INC.","XHALE, INC.",N/A,N/A,"$99,804.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/162381
"VORTEX SPACE SYSTEMS, LLC","VORTEX SPACE SYSTEMS, LLC",04/15/2023,03/31/2024,"$274,454.00",Phase I,STTR,NSF 22-551,https://legacy.www.sbir.gov/sbirsearch/detail/2445449
SecondWrite LLC,SecondWrite LLC,09/01/2014,08/31/2016,"$750,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/704803
SecondWrite LLC,SecondWrite LLC,07/01/2013,06/30/2014,"$150,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/683492
