Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
Arl Designs Llc,Arl Designs Llc,09/01/2013,08/31/2015,"$749,995.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/683028
Arl Designs Llc,Arl Designs Llc,07/01/2012,12/31/2012,"$149,998.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/392152
Arlington Technical Services,Arlington Technical Services,N/A,N/A,"$49,995.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/97388
Arlyn Toolworks,Arlyn Toolworks,N/A,N/A,"$74,096.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/97396
Arlyn Toolworks,Arlyn Toolworks,N/A,N/A,"$48,554.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/97394
Arlyn Toolworks,Arlyn Toolworks,N/A,N/A,"$38,943.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/97400
Arlyn Toolworks,Arlyn Toolworks,N/A,N/A,"$248,023.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/97392
Arlyn Toolworks,Arlyn Toolworks,N/A,N/A,"$39,899.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/97398
Barley & Britches Inc.,Barley & Britches Inc.,08/01/2021,07/31/2022,"$255,003.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/2082275
"BARLOW SCIENTIFIC, INC.","BARLOW SCIENTIFIC, INC.",N/A,N/A,"$150,000.00",Phase I,SBIR,PA11-096,https://legacy.www.sbir.gov/sbirsearch/detail/400712
"BARLOW SCIENTIFIC, INC.","BARLOW SCIENTIFIC, INC.",N/A,N/A,"$747,943.00",Phase II,SBIR,PHS2009-2,https://legacy.www.sbir.gov/sbirsearch/detail/103844
"BARLOW SCIENTIFIC, INC.","BARLOW SCIENTIFIC, INC.",N/A,N/A,"$100,000.00",Phase I,SBIR,PHS2007-2,https://legacy.www.sbir.gov/sbirsearch/detail/103842
"BARLOW SCIENTIFIC, INC.","BARLOW SCIENTIFIC, INC.",N/A,N/A,"$100,000.00",Phase I,SBIR,PHS2006-2,https://legacy.www.sbir.gov/sbirsearch/detail/103830
"BARLOW SCIENTIFIC, INC.","BARLOW SCIENTIFIC, INC.",N/A,N/A,"$100,000.00",Phase I,SBIR,PHS2005-2,https://legacy.www.sbir.gov/sbirsearch/detail/103820
"BARLOW SCIENTIFIC, INC.","BARLOW SCIENTIFIC, INC.",N/A,N/A,"$750,000.00",Phase II,SBIR,PHS2004-2,https://legacy.www.sbir.gov/sbirsearch/detail/103809
"BARLOW SCIENTIFIC, INC.","BARLOW SCIENTIFIC, INC.",N/A,N/A,$0.00,Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/103813
"BARLOW SCIENTIFIC, INC.","BARLOW SCIENTIFIC, INC.",N/A,N/A,"$716,568.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/103815
"BARLOW SCIENTIFIC, INC.","BARLOW SCIENTIFIC, INC.",N/A,N/A,"$100,000.00",Phase I,STTR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/103818
"BARLOW SCIENTIFIC, INC.","BARLOW SCIENTIFIC, INC.",N/A,N/A,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/103811
Black Pearls Inc,Black Pearls Inc,N/A,N/A,"$75,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/111776
Black Pearls Inc,Black Pearls Inc,N/A,N/A,$0.00,Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/111778
Black Pearls Inc,Black Pearls Inc,N/A,N/A,"$499,979.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/111780
Black Pearls Inc,Black Pearls Inc,N/A,N/A,"$250,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/111772
Black Pearls Inc,Black Pearls Inc,N/A,N/A,$0.00,Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/111774
Black Pearls Inc,Black Pearls Inc,N/A,N/A,"$99,863.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/111768
Black Pearls Inc,Black Pearls Inc,N/A,N/A,"$70,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/111770
Black Pearls Inc,Black Pearls Inc,N/A,N/A,"$99,844.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/111766
Black Pearls Inc,Black Pearls Inc,N/A,N/A,"$220,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/111762
Black Pearls Inc,Black Pearls Inc,N/A,N/A,"$64,848.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/111764
"Brown, Jensen & Garloff Inc.","Brown, Jensen & Garloff Inc.",N/A,N/A,"$21,365.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/114599
Carl Corp.,Carl Corp.,N/A,N/A,"$81,248.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/117984
"CARLEY TECHNOLOGIES, INC","CARLEY TECHNOLOGIES, INC",01/03/2023,11/21/2023,"$99,909.00",Phase I,SBIR,22.1,https://legacy.www.sbir.gov/sbirsearch/detail/2578677
"CARLEY TECHNOLOGIES, INC","CARLEY TECHNOLOGIES, INC",10/21/2019,04/21/2020,"$140,000.00",Phase I,SBIR,19.2,https://legacy.www.sbir.gov/sbirsearch/detail/1923165
"CARLEY TECHNOLOGIES, INC","CARLEY TECHNOLOGIES, INC",07/08/2020,07/11/2024,"$1,995,329.00",Phase II,STTR,19.A,https://legacy.www.sbir.gov/sbirsearch/detail/1928123
"CARLEY TECHNOLOGIES, INC","CARLEY TECHNOLOGIES, INC",07/02/2020,09/26/2024,"$1,999,787.00",Phase II,SBIR,19.2,https://legacy.www.sbir.gov/sbirsearch/detail/1928671
"CARLEY TECHNOLOGIES, INC","CARLEY TECHNOLOGIES, INC",06/03/2019,12/09/2019,"$139,940.00",Phase I,STTR,19.A,https://legacy.www.sbir.gov/sbirsearch/detail/1848867
"CARLEY TECHNOLOGIES, INC","CARLEY TECHNOLOGIES, INC",04/12/2018,07/13/2020,"$1,496,556.00",Phase II,SBIR,16.2,https://legacy.www.sbir.gov/sbirsearch/detail/1514629
"CARLEY TECHNOLOGIES, INC","CARLEY TECHNOLOGIES, INC",11/16/2016,12/11/2017,"$149,653.00",Phase I,SBIR,2016.2,https://legacy.www.sbir.gov/sbirsearch/detail/1466869
"CARLEY TECHNOLOGIES, INC","CARLEY TECHNOLOGIES, INC",04/08/2015,06/26/2016,"$1,724,131.00",Phase II,SBIR,2011.2,https://legacy.www.sbir.gov/sbirsearch/detail/873311
"CARLEY TECHNOLOGIES, INC","CARLEY TECHNOLOGIES, INC",07/01/2012,06/30/2013,"$150,000.00",Phase I,STTR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/391506
