Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
"NANODYNAMICS-88, INC.","NANODYNAMICS-88, INC.",10/26/2006,10/26/2008,"$729,942.00",Phase II,SBIR,2005.2,https://legacy.www.sbir.gov/sbirsearch/detail/242985
"NANODYNAMICS-88, INC.","NANODYNAMICS-88, INC.",N/A,N/A,"$99,971.00",Phase I,SBIR,NSF 05-557,https://legacy.www.sbir.gov/sbirsearch/detail/242991
"NANODYNAMICS-88, INC.","NANODYNAMICS-88, INC.",12/14/2005,04/13/2006,"$119,932.00",Phase I,SBIR,2005.2,https://legacy.www.sbir.gov/sbirsearch/detail/242983
"NANODYNAMICS-88, INC.","NANODYNAMICS-88, INC.",04/21/2004,04/25/2005,"$99,999.00",Phase I,SBIR,2004.1,https://legacy.www.sbir.gov/sbirsearch/detail/242981
"NANODYNAMICS-88, INC.","NANODYNAMICS-88, INC.",N/A,N/A,"$100,000.00",Phase I,STTR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/242979
"NANODYNAMICS-88, INC.","NANODYNAMICS-88, INC.",N/A,N/A,"$65,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/242976
"NANODYNAMICS-88, INC.","NANODYNAMICS-88, INC.",N/A,N/A,"$729,987.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/242974
"NANODYNAMICS-88, INC.","NANODYNAMICS-88, INC.",N/A,N/A,"$749,834.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/242970
"NANODYNAMICS-88, INC.","NANODYNAMICS-88, INC.",N/A,N/A,"$120,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/242972
"NANODYNAMICS-88, INC.","NANODYNAMICS-88, INC.",N/A,N/A,"$99,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/242968
"NANODYNAMICS, INC.","NANODYNAMICS, INC.",01/16/2008,07/16/2008,"$119,997.00",Phase I,SBIR,2007.2,https://legacy.www.sbir.gov/sbirsearch/detail/357575
"NANODYNAMICS, INC.","NANODYNAMICS, INC.",07/03/2008,01/03/2009,"$99,333.00",Phase I,SBIR,2008.1,https://legacy.www.sbir.gov/sbirsearch/detail/357580
"NANODYNAMICS, INC.","NANODYNAMICS, INC.",12/02/2008,12/02/2010,"$364,967.00",Phase II,SBIR,2007.2,https://legacy.www.sbir.gov/sbirsearch/detail/357582
"NANODYNAMICS, INC.","NANODYNAMICS, INC.",N/A,N/A,"$149,988.00",Phase I,STTR,NSF 06-553,https://legacy.www.sbir.gov/sbirsearch/detail/357578
