Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
AMBIHARV INC.,AMBIHARV INC.,07/01/2013,03/31/2014,"$149,992.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/683436
(DCS) DIMENSIONAL CONTROL SYSTEMS,(DCS) DIMENSIONAL CONTROL SYSTEMS,N/A,N/A,"$749,988.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/71402
(DCS) DIMENSIONAL CONTROL SYSTEMS,(DCS) DIMENSIONAL CONTROL SYSTEMS,N/A,N/A,"$69,999.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/71404
"109 Therapeutics, Inc.","109 Therapeutics, Inc.",09/30/2021,06/29/2022,"$263,051.00",Phase I,SBIR,PA20-272,https://legacy.www.sbir.gov/sbirsearch/detail/2191659
"109 Therapeutics, Inc.","109 Therapeutics, Inc.",09/01/2020,08/31/2021,"$255,838.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/1840337
1109 Bravo L.L.C.,1109 Bravo L.L.C.,11/02/2021,02/02/2022,"$49,999.00",Phase I,STTR,X21.B,https://legacy.www.sbir.gov/sbirsearch/detail/2217173
1109 Bravo L.L.C.,1109 Bravo L.L.C.,11/03/2021,02/03/2022,"$49,999.00",Phase I,STTR,X21.B,https://legacy.www.sbir.gov/sbirsearch/detail/2217189
1109 Bravo L.L.C.,1109 Bravo L.L.C.,07/20/2022,07/28/2023,"$749,930.00",Phase II,STTR,X21.B,https://legacy.www.sbir.gov/sbirsearch/detail/2354395
1109 Bravo L.L.C.,1109 Bravo L.L.C.,07/20/2022,07/21/2023,"$749,959.00",Phase II,STTR,X21.B,https://legacy.www.sbir.gov/sbirsearch/detail/2354443
"1442 S. FALLON STREET, LLC","1442 S. FALLON STREET, LLC",05/15/2021,04/30/2022,"$255,997.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/2082061
1st Detect Corp,1st Detect Corp,09/07/2010,09/07/2012,"$735,789.00",Phase II,SBIR,2009.1,https://legacy.www.sbir.gov/sbirsearch/detail/16235
1ST PLAYABLE PRODUCTIONS LLC,1ST PLAYABLE PRODUCTIONS LLC,05/01/2016,04/30/2017,"$225,000.00",Phase I,SBIR,PA15-269,https://legacy.www.sbir.gov/sbirsearch/detail/1164645
1ST PLAYABLE PRODUCTIONS LLC,1ST PLAYABLE PRODUCTIONS LLC,09/15/2016,10/31/2017,"$149,999.00",Phase I,STTR,PA15-270,https://legacy.www.sbir.gov/sbirsearch/detail/1195101
1ST PLAYABLE PRODUCTIONS LLC,1ST PLAYABLE PRODUCTIONS LLC,06/20/2012,12/20/2012,"$150,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/386778
"2 CIRCLE, INCORPORATED","2 CIRCLE, INCORPORATED",09/25/2019,05/11/2022,"$1,732,465.00",Phase II,SBIR,18.1,https://legacy.www.sbir.gov/sbirsearch/detail/1851319
"2 CIRCLE, INCORPORATED","2 CIRCLE, INCORPORATED",05/15/2018,07/25/2019,"$124,372.00",Phase I,SBIR,18.1,https://legacy.www.sbir.gov/sbirsearch/detail/1515241
202 GROUP LLC,202 GROUP LLC,11/05/2019,11/05/2020,"$450,000.00",Phase II,SBIR,19.2,https://legacy.www.sbir.gov/sbirsearch/detail/1946303
202 GROUP LLC,202 GROUP LLC,08/02/2019,08/02/2020,"$49,997.00",Phase I,SBIR,19.2,https://legacy.www.sbir.gov/sbirsearch/detail/1857275
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",09/21/2020,08/31/2022,"$1,553,682.00",Phase II,SBIR,PA19-272,https://legacy.www.sbir.gov/sbirsearch/detail/1917633
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",09/20/2019,08/31/2020,"$296,095.00",Phase I,SBIR,DK18-023,https://legacy.www.sbir.gov/sbirsearch/detail/1686335
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",09/21/2018,08/31/2019,"$172,694.00",Phase I,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1571331
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",09/17/2018,08/31/2019,"$219,632.00",Phase I,SBIR,PA17-302,https://legacy.www.sbir.gov/sbirsearch/detail/1574707
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",N/A,N/A,"$251,046.00",Phase I,SBIR,PHS2010-2,https://legacy.www.sbir.gov/sbirsearch/detail/1157
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",N/A,N/A,"$184,915.00",Phase I,SBIR,PHS2006-2,https://legacy.www.sbir.gov/sbirsearch/detail/76500
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",N/A,N/A,"$835,104.00",Phase II,SBIR,PHS2004-2,https://legacy.www.sbir.gov/sbirsearch/detail/76494
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",N/A,N/A,"$195,024.00",Phase I,SBIR,PHS2004-2,https://legacy.www.sbir.gov/sbirsearch/detail/76496
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",N/A,N/A,"$154,641.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/76498
"21st Century Medicine, Inc.","21st Century Medicine, Inc.",N/A,N/A,"$164,852.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/76492
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",10/27/2014,01/31/2015,"$150,000.00",Phase I,SBIR,2013.1,https://legacy.www.sbir.gov/sbirsearch/detail/696193
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",10/24/2013,07/23/2014,"$149,951.00",Phase I,STTR,2013.A,https://legacy.www.sbir.gov/sbirsearch/detail/697236
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",02/15/2013,11/15/2013,"$149,889.00",Phase I,SBIR,2012.3,https://legacy.www.sbir.gov/sbirsearch/detail/662354
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",09/27/2012,N/A,"$99,989.00",Phase I,STTR,2012.A,https://legacy.www.sbir.gov/sbirsearch/detail/387406
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",05/17/2012,N/A,"$149,983.00",Phase I,SBIR,2011.3,https://legacy.www.sbir.gov/sbirsearch/detail/393745
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",05/14/2012,N/A,"$99,999.00",Phase I,SBIR,2012.1,https://legacy.www.sbir.gov/sbirsearch/detail/395411
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",04/11/2012,04/11/2014,"$724,879.00",Phase II,SBIR,2009.3,https://legacy.www.sbir.gov/sbirsearch/detail/397207
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",03/30/2011,N/A,"$99,953.00",Phase I,SBIR,2010.3,https://legacy.www.sbir.gov/sbirsearch/detail/380837
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",01/07/2011,N/A,"$69,999.00",Phase I,SBIR,2010.2,https://legacy.www.sbir.gov/sbirsearch/detail/382071
"21ST CENTURY SYSTEMS, INC.","21ST CENTURY SYSTEMS, INC.",11/03/2010,N/A,"$79,957.00",Phase I,SBIR,2010.3,https://legacy.www.sbir.gov/sbirsearch/detail/382213
"21ST CENTURY THERAPEUTICS, INC.","21ST CENTURY THERAPEUTICS, INC.",N/A,N/A,"$276,418.00",Phase I,SBIR,PA12-088,https://legacy.www.sbir.gov/sbirsearch/detail/677626
"21ST CENTURY THERAPEUTICS, INC.","21ST CENTURY THERAPEUTICS, INC.",N/A,N/A,"$1,133,678.00",Phase II,SBIR,PA10-050,https://legacy.www.sbir.gov/sbirsearch/detail/370399
"21ST CENTURY THERAPEUTICS, INC.","21ST CENTURY THERAPEUTICS, INC.",N/A,N/A,"$186,857.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/372502
"21ST CENTURY THERAPEUTICS, INC.","21ST CENTURY THERAPEUTICS, INC.",N/A,N/A,"$154,852.00",Phase I,SBIR,PHS2009-2,https://legacy.www.sbir.gov/sbirsearch/detail/83109
2g Enterprises,2g Enterprises,N/A,N/A,"$348,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/68259
2g Enterprises,2g Enterprises,N/A,N/A,"$50,270.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/68261
"2KR SYSTEMS, LLC","2KR SYSTEMS, LLC",03/01/2022,02/28/2023,"$256,000.00",Phase I,SBIR,NSF 21-562,https://legacy.www.sbir.gov/sbirsearch/detail/2288543
2LRESEARCH,2LRESEARCH,02/13/2008,08/13/2009,"$100,000.00",Phase I,SBIR,2007.3,https://legacy.www.sbir.gov/sbirsearch/detail/68502
2LRESEARCH,2LRESEARCH,N/A,N/A,"$100,000.00",Phase I,STTR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/68500
2LRESEARCH,2LRESEARCH,06/13/2005,12/14/2006,"$749,999.00",Phase II,SBIR,2004.1,https://legacy.www.sbir.gov/sbirsearch/detail/68491
2LRESEARCH,2LRESEARCH,02/07/2005,08/06/2005,"$100,000.00",Phase I,SBIR,2004.4,https://legacy.www.sbir.gov/sbirsearch/detail/68495
2LRESEARCH,2LRESEARCH,02/23/2005,02/23/2006,"$100,000.00",Phase I,SBIR,2004.3,https://legacy.www.sbir.gov/sbirsearch/detail/68497
2LRESEARCH,2LRESEARCH,05/25/2004,11/25/2004,"$100,000.00",Phase I,SBIR,2004.1,https://legacy.www.sbir.gov/sbirsearch/detail/68489
2LRESEARCH,2LRESEARCH,05/25/2004,11/25/2004,"$100,000.00",Phase I,SBIR,2004.1,https://legacy.www.sbir.gov/sbirsearch/detail/68493
2MORROW INC,2MORROW INC,09/19/2022,08/31/2024,"$1,680,572.00",Phase II,SBIR,NS20-010,https://legacy.www.sbir.gov/sbirsearch/detail/2340327
2MORROW INC,2MORROW INC,05/01/2021,10/31/2021,"$251,986.00",Phase I,SBIR,NS20-010,https://legacy.www.sbir.gov/sbirsearch/detail/2188969
"3 C CATTLE FEEDERS, INC.","3 C CATTLE FEEDERS, INC.",N/A,N/A,"$349,422.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/68731
"3 C CATTLE FEEDERS, INC.","3 C CATTLE FEEDERS, INC.",N/A,N/A,"$79,747.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/68729
"3 DEGREES OF SEPARATION, INC","3 DEGREES OF SEPARATION, INC",07/31/2013,05/12/2014,"$149,927.00",Phase I,SBIR,2013.1,https://legacy.www.sbir.gov/sbirsearch/detail/419235
3 ROCKS ENGINEERING LLC,3 ROCKS ENGINEERING LLC,04/21/2023,02/29/2024,"$122,402.00",Phase I,SBIR,USDA-NIFA-SBIR-009301,https://legacy.www.sbir.gov/sbirsearch/detail/2487807
"3 Sigma Research, Inc.","3 Sigma Research, Inc.",05/18/2012,N/A,"$149,995.00",Phase I,SBIR,2011.3,https://legacy.www.sbir.gov/sbirsearch/detail/393795
"3 Sigma Research, Inc.","3 Sigma Research, Inc.",06/05/2012,N/A,"$100,000.00",Phase I,SBIR,2012.1,https://legacy.www.sbir.gov/sbirsearch/detail/395351
"3 Sigma Research, Inc.","3 Sigma Research, Inc.",04/11/2011,N/A,"$79,987.00",Phase I,SBIR,2011.1,https://legacy.www.sbir.gov/sbirsearch/detail/382521
"3 Sigma Research, Inc.","3 Sigma Research, Inc.",02/14/2011,N/A,"$299,988.00",Phase II,SBIR,2008.1,https://legacy.www.sbir.gov/sbirsearch/detail/384743
"3 Sigma Research, Inc.","3 Sigma Research, Inc.",03/04/2010,12/03/2010,"$99,994.00",Phase I,SBIR,2009.3,https://legacy.www.sbir.gov/sbirsearch/detail/855
"3 Sigma Research, Inc.","3 Sigma Research, Inc.",04/27/2010,04/26/2012,"$749,988.00",Phase II,SBIR,2008.3,https://legacy.www.sbir.gov/sbirsearch/detail/857
"3 Sigma Research, Inc.","3 Sigma Research, Inc.",02/09/2009,05/08/2010,"$99,978.00",Phase I,SBIR,2008.3,https://legacy.www.sbir.gov/sbirsearch/detail/68999
"3 Sigma Research, Inc.","3 Sigma Research, Inc.",06/12/2008,04/22/2009,"$99,969.00",Phase I,SBIR,2008.1,https://legacy.www.sbir.gov/sbirsearch/detail/68997
"3 Sigma Research, Inc.","3 Sigma Research, Inc.",04/03/2007,04/03/2008,"$99,993.00",Phase I,SBIR,2006.3,https://legacy.www.sbir.gov/sbirsearch/detail/68991
"3 Sigma Research, Inc.","3 Sigma Research, Inc.",05/08/2007,08/08/2009,"$749,997.00",Phase II,SBIR,2006.1,https://legacy.www.sbir.gov/sbirsearch/detail/68993
3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,08/01/2023,07/31/2024,"$275,722.00",Phase I,SBIR,PA21-259,https://legacy.www.sbir.gov/sbirsearch/detail/2507259
3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,05/01/2023,04/30/2025,"$943,672.00",Phase II,SBIR,PA20-272,https://legacy.www.sbir.gov/sbirsearch/detail/2513329
3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,02/10/2022,01/31/2024,"$493,142.00",Phase I,SBIR,PA20-262,https://legacy.www.sbir.gov/sbirsearch/detail/2336829
3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,09/01/2021,08/31/2022,"$259,291.00",Phase I,SBIR,PA20-262,https://legacy.www.sbir.gov/sbirsearch/detail/2191265
3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,09/30/2020,09/29/2021,"$243,500.00",Phase I,SBIR,PA19-272,https://legacy.www.sbir.gov/sbirsearch/detail/1908603
3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,09/01/2019,08/31/2020,"$229,982.00",Phase I,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1689663
3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,05/10/2018,01/09/2019,"$199,997.00",Phase I,SBIR,99190018R0006,https://legacy.www.sbir.gov/sbirsearch/detail/1553145
3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,12/01/2017,05/31/2019,"$209,696.00",Phase I,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1565367
3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,09/20/2018,07/31/2021,"$1,378,391.00",Phase II,SBIR,PAR17-034,https://legacy.www.sbir.gov/sbirsearch/detail/1569585
3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,3-C INSTITUTE FOR SOCIAL DEVELOPMENT INC,09/01/2018,08/31/2020,"$1,416,154.00",Phase II,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1571489
"3+2 PHARMA, LLC","3+2 PHARMA, LLC",03/05/2022,02/28/2023,"$334,008.00",Phase I,SBIR,PA21-259,https://legacy.www.sbir.gov/sbirsearch/detail/2337863
"360FRESH, INC.","360FRESH, INC.",N/A,N/A,"$1,042,401.00",Phase II,SBIR,PA11-096,https://legacy.www.sbir.gov/sbirsearch/detail/389441
"360FRESH, INC.","360FRESH, INC.",N/A,N/A,"$100,000.00",Phase I,SBIR,PHS2009-2,https://legacy.www.sbir.gov/sbirsearch/detail/106412
361 INTERACTIVE LLC,361 INTERACTIVE LLC,09/29/2023,09/28/2025,"$1,799,973.00",Phase II,SBIR,23.1,https://legacy.www.sbir.gov/sbirsearch/detail/2561701
361 INTERACTIVE LLC,361 INTERACTIVE LLC,07/17/2023,04/16/2024,"$149,938.00",Phase I,STTR,22.B,https://legacy.www.sbir.gov/sbirsearch/detail/2564523
361 INTERACTIVE LLC,361 INTERACTIVE LLC,08/22/2019,06/08/2020,"$99,954.00",Phase I,SBIR,19.1,https://legacy.www.sbir.gov/sbirsearch/detail/1845241
361 INTERACTIVE LLC,361 INTERACTIVE LLC,03/05/2019,09/04/2021,"$982,295.00",Phase II,SBIR,17.2,https://legacy.www.sbir.gov/sbirsearch/detail/1850683
361 INTERACTIVE LLC,361 INTERACTIVE LLC,01/07/2019,01/07/2021,"$50,000.00",Phase I,SBIR,18.2,https://legacy.www.sbir.gov/sbirsearch/detail/1852575
361 INTERACTIVE LLC,361 INTERACTIVE LLC,05/17/2019,05/17/2021,"$949,991.00",Phase II,SBIR,10.3,https://legacy.www.sbir.gov/sbirsearch/detail/1861181
361 INTERACTIVE LLC,361 INTERACTIVE LLC,10/10/2017,01/17/2018,"$224,820.00",Phase I,SBIR,2017.2,https://legacy.www.sbir.gov/sbirsearch/detail/1473529
361 INTERACTIVE LLC,361 INTERACTIVE LLC,10/23/2015,01/23/2018,"$749,870.00",Phase II,SBIR,2014.1,https://legacy.www.sbir.gov/sbirsearch/detail/1534541
361 INTERACTIVE LLC,361 INTERACTIVE LLC,07/08/2014,03/16/2015,"$149,948.00",Phase I,SBIR,2014.1,https://legacy.www.sbir.gov/sbirsearch/detail/688611
361 INTERACTIVE LLC,361 INTERACTIVE LLC,05/07/2012,N/A,"$149,931.00",Phase I,SBIR,2011.3,https://legacy.www.sbir.gov/sbirsearch/detail/393703
3BAR BIOLOGICS INC.,3BAR BIOLOGICS INC.,08/30/2022,08/31/2024,"$650,000.00",Phase II,SBIR,USDA-NIFA-SBIR-008801,https://legacy.www.sbir.gov/sbirsearch/detail/2271571
3BAR BIOLOGICS INC.,3BAR BIOLOGICS INC.,03/08/2021,02/28/2022,"$100,000.00",Phase I,SBIR,USDA-NIFA-SBIR-007737,https://legacy.www.sbir.gov/sbirsearch/detail/2196281
