Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
3DFlexible Inc,3DFlexible Inc,07/17/2023,01/16/2024,"$139,792.00",Phase I,STTR,23.A,https://legacy.www.sbir.gov/sbirsearch/detail/2566181
3DFlexible Inc,3DFlexible Inc,08/19/2021,10/03/2023,"$1,132,708.00",Phase II,STTR,17.A,https://legacy.www.sbir.gov/sbirsearch/detail/2162857
3DFlexible Inc,3DFlexible Inc,06/01/2020,03/15/2021,"$111,463.10",Phase I,SBIR,20.1,https://legacy.www.sbir.gov/sbirsearch/detail/1930583
3DFlexible Inc,3DFlexible Inc,12/06/2019,08/16/2022,"$1,099,996.42",Phase II,SBIR,18.1,https://legacy.www.sbir.gov/sbirsearch/detail/1932387
3DFlexible Inc,3DFlexible Inc,11/28/2018,05/27/2019,"$99,995.00",Phase I,SBIR,18.2,https://legacy.www.sbir.gov/sbirsearch/detail/1844543
3DFlexible Inc,3DFlexible Inc,11/14/2018,05/13/2019,"$99,999.37",Phase I,SBIR,18.1,https://legacy.www.sbir.gov/sbirsearch/detail/1946767
3DFlexible Inc,3DFlexible Inc,03/01/2019,03/01/2021,"$999,995.00",Phase II,STTR,17.A,https://legacy.www.sbir.gov/sbirsearch/detail/1951845
3DFlexible Inc,3DFlexible Inc,08/16/2017,02/24/2018,"$149,955.00",Phase I,STTR,2017.0,https://legacy.www.sbir.gov/sbirsearch/detail/1477369
PATHOTRAK INC.,PATHOTRAK INC.,12/15/2021,11/30/2023,"$884,848.00",Phase II,SBIR,NSF 21-565,https://legacy.www.sbir.gov/sbirsearch/detail/2289397
PATHOTRAK INC.,PATHOTRAK INC.,05/15/2020,04/30/2021,"$224,885.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/1704803
VisiSonics Corporation,VisiSonics Corporation,07/15/2017,09/30/2018,"$224,924.00",Phase I,STTR,PA16-303,https://legacy.www.sbir.gov/sbirsearch/detail/1321741
VisiSonics Corporation,VisiSonics Corporation,10/01/2014,09/30/2016,"$739,899.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/704779
VisiSonics Corporation,VisiSonics Corporation,07/01/2013,06/30/2014,"$150,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/683666
