Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",10/29/2021,02/03/2022,"$49,948.00",Phase I,SBIR,X21.2,https://legacy.www.sbir.gov/sbirsearch/detail/2215599
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",09/01/2020,08/31/2022,"$1,459,774.00",Phase II,SBIR,PAS18-187,https://legacy.www.sbir.gov/sbirsearch/detail/1917561
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",09/15/2019,08/31/2020,"$610,649.00",Phase I,SBIR,PA18-591,https://legacy.www.sbir.gov/sbirsearch/detail/1685561
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",03/01/2018,02/29/2020,"$229,701.00",Phase I,STTR,PA16-303,https://legacy.www.sbir.gov/sbirsearch/detail/1564857
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",06/11/2018,01/10/2019,"$149,949.00",Phase I,STTR,2018.0,https://legacy.www.sbir.gov/sbirsearch/detail/1588283
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",12/05/2016,11/30/2020,"$1,452,990.00",Phase II,SBIR,PA15-269,https://legacy.www.sbir.gov/sbirsearch/detail/1247707
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",06/01/2017,05/31/2019,"$142,262.00",Phase I,STTR,PA16-303,https://legacy.www.sbir.gov/sbirsearch/detail/1304813
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",08/01/2016,07/31/2018,"$298,706.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/1160425
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",08/15/2016,07/31/2019,"$2,358,398.00",Phase II,SBIR,PAR16-027,https://legacy.www.sbir.gov/sbirsearch/detail/1199483
"WEINBERG MEDICAL PHYSICS, INC.","WEINBERG MEDICAL PHYSICS, INC.",08/15/2016,07/31/2019,"$1,687,094.00",Phase I,SBIR,PAR16-027,https://legacy.www.sbir.gov/sbirsearch/detail/1324965
"INCEPTION ROBOTICS, LLC","INCEPTION ROBOTICS, LLC",08/09/2023,11/15/2023,"$149,719.34",Phase I,SBIR,23.4,https://legacy.www.sbir.gov/sbirsearch/detail/2567613
"INCEPTION ROBOTICS, LLC","INCEPTION ROBOTICS, LLC",03/15/2022,08/31/2023,"$255,428.00",Phase I,SBIR,NSF 21-562,https://legacy.www.sbir.gov/sbirsearch/detail/2287897
"SENTIMETRIX, INC.","SENTIMETRIX, INC.",N/A,N/A,"$2,049,554.00",Phase II,SBIR,BAA 75N91022R00027,https://legacy.www.sbir.gov/sbirsearch/detail/2580191
"SENTIMETRIX, INC.","SENTIMETRIX, INC.",N/A,N/A,"$454,907.00",Phase I,SBIR,PHS-2021-1,https://legacy.www.sbir.gov/sbirsearch/detail/2194465
"SENTIMETRIX, INC.","SENTIMETRIX, INC.",09/25/2017,02/28/2020,"$976,218.00",Phase II,SBIR,2012.2,https://legacy.www.sbir.gov/sbirsearch/detail/1468595
"SENTIMETRIX, INC.","SENTIMETRIX, INC.",06/18/2014,11/19/2016,"$720,522.00",Phase II,SBIR,2012.2,https://legacy.www.sbir.gov/sbirsearch/detail/689711
"SENTIMETRIX, INC.","SENTIMETRIX, INC.",01/23/2013,09/04/2013,"$149,978.00",Phase I,SBIR,2012.2,https://legacy.www.sbir.gov/sbirsearch/detail/408441
