Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
Blue Iris Labs,Blue Iris Labs,09/30/2022,08/31/2024,"$2,478,222.00",Phase II,SBIR,PAS19-316,https://legacy.www.sbir.gov/sbirsearch/detail/2341869
Blue Iris Labs,Blue Iris Labs,09/15/2019,06/30/2022,"$3,300,844.00",Phase II,SBIR,PAS18-187,https://legacy.www.sbir.gov/sbirsearch/detail/1686087
"IRIS AO, INC.","IRIS AO, INC.",06/10/2016,12/09/2016,"$125,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/1155821
"IRIS AO, INC.","IRIS AO, INC.",04/24/2014,04/21/2017,"$1,000,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/702010
"IRIS AO, INC.","IRIS AO, INC.",05/23/2013,11/23/2013,"$125,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/411836
"IRIS AO, INC.","IRIS AO, INC.",04/30/2012,09/30/2016,"$900,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/388186
"IRIS AO, INC.","IRIS AO, INC.",04/15/2012,03/31/2014,"$447,831.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/392835
"IRIS AO, INC.","IRIS AO, INC.",02/18/2011,08/18/2011,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/371917
"IRIS AO, INC.","IRIS AO, INC.",N/A,N/A,"$150,000.00",Phase I,SBIR,NSF 09-609,https://legacy.www.sbir.gov/sbirsearch/detail/6323
"IRIS AO, INC.","IRIS AO, INC.",02/12/2009,02/12/2010,"$100,000.00",Phase I,SBIR,2008.3,https://legacy.www.sbir.gov/sbirsearch/detail/203431
"IRIS AO, INC.","IRIS AO, INC.",01/22/2009,07/22/2009,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/203435
"IRIS AO, INC.","IRIS AO, INC.",05/12/2008,03/12/2009,"$69,999.00",Phase I,SBIR,2008.1,https://legacy.www.sbir.gov/sbirsearch/detail/203427
IRIS LIGHT TECHNOLOGIES INC,IRIS LIGHT TECHNOLOGIES INC,07/10/2023,07/09/2024,"$206,500.00",Phase I,SBIR,DE-FOA-0002903,https://legacy.www.sbir.gov/sbirsearch/detail/2476193
IRIS LIGHT TECHNOLOGIES INC,IRIS LIGHT TECHNOLOGIES INC,05/05/2023,08/03/2023,"$74,996.00",Phase I,SBIR,X23.5,https://legacy.www.sbir.gov/sbirsearch/detail/2575783
IRIS LIGHT TECHNOLOGIES INC,IRIS LIGHT TECHNOLOGIES INC,12/01/2021,04/30/2023,"$256,000.00",Phase I,STTR,NSF 21-563,https://legacy.www.sbir.gov/sbirsearch/detail/2296775
IRIS LIGHT TECHNOLOGIES INC,IRIS LIGHT TECHNOLOGIES INC,12/12/2019,12/12/2020,"$25,000.00",Phase I,STTR,19.C,https://legacy.www.sbir.gov/sbirsearch/detail/1934645
IRIS LIGHT TECHNOLOGIES INC,IRIS LIGHT TECHNOLOGIES INC,09/24/2020,12/24/2021,"$264,983.00",Phase II,STTR,19.C,https://legacy.www.sbir.gov/sbirsearch/detail/1937525
IRIS MEDIA INC,IRIS MEDIA INC,08/15/2023,07/31/2024,"$288,072.00",Phase I,SBIR,PA22-177,https://legacy.www.sbir.gov/sbirsearch/detail/2511071
IRIS MEDIA INC,IRIS MEDIA INC,09/01/2022,08/31/2024,"$1,364,422.00",Phase II,SBIR,PA20-262,https://legacy.www.sbir.gov/sbirsearch/detail/2339709
IRIS MEDIA INC,IRIS MEDIA INC,09/01/2021,08/31/2022,"$381,931.00",Phase I,SBIR,PA20-262,https://legacy.www.sbir.gov/sbirsearch/detail/2190065
IRIS MEDIA INC,IRIS MEDIA INC,07/20/2020,07/19/2021,"$262,499.00",Phase I,SBIR,PA18-574,https://legacy.www.sbir.gov/sbirsearch/detail/1909327
IRIS MEDIA INC,IRIS MEDIA INC,07/09/2019,02/28/2021,"$1,328,258.00",Phase II,SBIR,PA18-573,https://legacy.www.sbir.gov/sbirsearch/detail/1684373
IRIS MEDIA INC,IRIS MEDIA INC,07/01/2019,06/30/2020,"$260,679.00",Phase I,SBIR,PA18-573,https://legacy.www.sbir.gov/sbirsearch/detail/1689913
IRIS MEDIA INC,IRIS MEDIA INC,09/21/2017,08/30/2019,"$246,443.00",Phase I,SBIR,MD17-001,https://legacy.www.sbir.gov/sbirsearch/detail/1323179
IRIS MEDIA INC,IRIS MEDIA INC,09/01/2017,08/31/2019,"$224,495.00",Phase I,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1330743
IRIS MEDIA INC,IRIS MEDIA INC,04/13/2016,09/30/2017,"$224,817.00",Phase I,SBIR,PA15-269,https://legacy.www.sbir.gov/sbirsearch/detail/1164173
IRIS MEDIA INC,IRIS MEDIA INC,09/21/2016,06/30/2019,"$1,497,518.00",Phase II,SBIR,PA15-269,https://legacy.www.sbir.gov/sbirsearch/detail/1199145
"Iris Medical Instruments, Inc.","Iris Medical Instruments, Inc.",N/A,N/A,"$96,760.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/203517
Iris OB Health Inc.,Iris OB Health Inc.,07/21/2021,06/30/2023,"$1,016,498.00",Phase I,STTR,PA20-272,https://legacy.www.sbir.gov/sbirsearch/detail/2187401
IRIS TECHNOLOGY CORPORATION,IRIS TECHNOLOGY CORPORATION,04/26/2023,08/01/2024,"$1,730,000.00",Phase II,SBIR,22.2,https://legacy.www.sbir.gov/sbirsearch/detail/2568837
IRIS TECHNOLOGY CORPORATION,IRIS TECHNOLOGY CORPORATION,08/28/2020,03/01/2021,"$124,190.00",Phase I,SBIR,SBIR_20_P1,https://legacy.www.sbir.gov/sbirsearch/detail/1882665
