Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
"PANCOPIA, INC.","PANCOPIA, INC.",08/21/2023,08/20/2025,"$1,149,991.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/2495481
"PANCOPIA, INC.","PANCOPIA, INC.",08/23/2023,08/22/2025,"$1,149,998.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/2495487
"PANCOPIA, INC.","PANCOPIA, INC.",06/27/2022,04/26/2023,"$200,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/2276703
"PANCOPIA, INC.","PANCOPIA, INC.",06/27/2022,04/26/2023,"$200,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/2276955
"PANCOPIA, INC.","PANCOPIA, INC.",08/23/2021,08/22/2023,"$1,099,999.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/2104633
"PANCOPIA, INC.","PANCOPIA, INC.",06/29/2020,03/28/2021,"$199,982.00",Phase I,SBIR,DEFOA0002146,https://legacy.www.sbir.gov/sbirsearch/detail/1835505
"PANCOPIA, INC.","PANCOPIA, INC.",08/14/2019,08/13/2021,"$754,930.00",Phase II,SBIR,SBIR_18_P2,https://legacy.www.sbir.gov/sbirsearch/detail/1670329
"PANCOPIA, INC.","PANCOPIA, INC.",09/01/2018,04/30/2019,"$100,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/1548811
"PANCOPIA, INC.","PANCOPIA, INC.",07/27/2018,02/15/2019,"$123,045.00",Phase I,SBIR,SBIR_18_P1,https://legacy.www.sbir.gov/sbirsearch/detail/1559807
"PANCOPIA, INC.","PANCOPIA, INC.",05/03/2016,05/02/2018,"$749,688.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/1155657
CENTRAL PARK WEST,CENTRAL PARK WEST,N/A,N/A,"$99,623.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/120018
"COLLEGE PARK INDUSTRIES, INC.","COLLEGE PARK INDUSTRIES, INC.",N/A,N/A,"$165,810.00",Phase I,SBIR,PHS2007-2,https://legacy.www.sbir.gov/sbirsearch/detail/128939
College Park Software,College Park Software,N/A,N/A,"$67,147.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/128943
"EDEN PARK ILLUMINATION, INC.","EDEN PARK ILLUMINATION, INC.",07/10/2023,04/09/2024,"$200,000.00",Phase I,SBIR,DE-FOA-0002903,https://legacy.www.sbir.gov/sbirsearch/detail/2476629
"EDEN PARK ILLUMINATION, INC.","EDEN PARK ILLUMINATION, INC.",08/22/2022,08/21/2024,"$1,150,000.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/2281997
"EDEN PARK ILLUMINATION, INC.","EDEN PARK ILLUMINATION, INC.",06/28/2021,03/27/2022,"$200,000.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/2074055
"EDEN PARK ILLUMINATION, INC.","EDEN PARK ILLUMINATION, INC.",03/25/2019,02/28/2021,"$996,362.00",Phase II,STTR,PA18-575,https://legacy.www.sbir.gov/sbirsearch/detail/1681541
"EDEN PARK ILLUMINATION, INC.","EDEN PARK ILLUMINATION, INC.",03/15/2016,03/14/2017,"$149,999.00",Phase I,STTR,PA15-270,https://legacy.www.sbir.gov/sbirsearch/detail/1162591
"EDEN PARK ILLUMINATION, INC.","EDEN PARK ILLUMINATION, INC.",08/01/2016,07/31/2018,"$1,000,000.00",Phase II,SBIR,DE-FOA-0001490,https://legacy.www.sbir.gov/sbirsearch/detail/1212801
"EDEN PARK ILLUMINATION, INC.","EDEN PARK ILLUMINATION, INC.",06/08/2015,03/07/2016,"$150,000.00",Phase I,SBIR,DE-FOA-0001227,https://legacy.www.sbir.gov/sbirsearch/detail/833341
"EDEN PARK ILLUMINATION, INC.","EDEN PARK ILLUMINATION, INC.",07/27/2015,07/26/2017,"$1,000,000.00",Phase II,SBIR,DE-FOA-0001258,https://legacy.www.sbir.gov/sbirsearch/detail/868115
