Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,07/01/2023,06/30/2024,"$400,000.00",Phase I,STTR,PA22-178,https://legacy.www.sbir.gov/sbirsearch/detail/2503797
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,09/01/2023,08/31/2024,"$347,537.00",Phase I,STTR,PA22-178,https://legacy.www.sbir.gov/sbirsearch/detail/2503867
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,02/01/2023,01/31/2024,"$350,000.00",Phase I,SBIR,PA21-259,https://legacy.www.sbir.gov/sbirsearch/detail/2507107
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,08/16/2023,02/15/2024,"$355,989.00",Phase I,SBIR,PA22-176,https://legacy.www.sbir.gov/sbirsearch/detail/2509055
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,09/21/2023,03/21/2024,"$255,001.00",Phase I,SBIR,PA22-176,https://legacy.www.sbir.gov/sbirsearch/detail/2511829
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,09/06/2023,07/31/2025,"$874,308.00",Phase II,SBIR,PA22-176,https://legacy.www.sbir.gov/sbirsearch/detail/2512901
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,05/01/2022,01/31/2023,"$331,634.00",Phase I,SBIR,PA21-259,https://legacy.www.sbir.gov/sbirsearch/detail/2338163
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,09/17/2022,08/31/2024,"$1,977,542.00",Phase II,SBIR,PA21-259,https://legacy.www.sbir.gov/sbirsearch/detail/2340039
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,09/15/2021,05/14/2022,"$300,000.00",Phase I,SBIR,PA20-260,https://legacy.www.sbir.gov/sbirsearch/detail/2186713
GLYCAN THERAPEUTICS CORPORATION,GLYCAN THERAPEUTICS CORPORATION,09/14/2021,05/31/2022,"$231,139.00",Phase I,SBIR,PA20-260,https://legacy.www.sbir.gov/sbirsearch/detail/2191121
