Keyword Search,Company Name,Start Date,End Date,Funding Amount,Phase,Program,Solicitation Number,Source Link
"AEROPHASE, INC.","AEROPHASE, INC.",08/28/2020,04/30/2021,"$100,000.00",Phase I,SBIR,USDA-NIFA-SBIR-007374,https://legacy.www.sbir.gov/sbirsearch/detail/1906549
"AEROPHASE, INC.","AEROPHASE, INC.",02/06/2017,07/31/2019,"$450,000.00",Phase I,SBIR,PA16-302,https://legacy.www.sbir.gov/sbirsearch/detail/1246817
"AEROPHASE, INC.","AEROPHASE, INC.",N/A,N/A,"$224,946.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/970525
"AEROPHASE, INC.","AEROPHASE, INC.",06/18/2015,04/17/2016,"$79,308.00",Phase I,SBIR,2015.1,https://legacy.www.sbir.gov/sbirsearch/detail/980079
"AEROPHASE, INC.","AEROPHASE, INC.",11/15/2012,N/A,"$143,984.00",Phase I,SBIR,DE-FOA-0000715,https://legacy.www.sbir.gov/sbirsearch/detail/408726
"AEROPHASE, INC.","AEROPHASE, INC.",N/A,N/A,"$749,859.00",Phase II,SBIR,DE-PS02-06ER06-30,https://legacy.www.sbir.gov/sbirsearch/detail/80304
"AEROPHASE, INC.","AEROPHASE, INC.",N/A,N/A,"$591,751.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/80294
"AEROPHASE, INC.","AEROPHASE, INC.",N/A,N/A,"$100,000.00",Phase I,SBIR,DE-PS02-06ER06-30,https://legacy.www.sbir.gov/sbirsearch/detail/80300
"AEROPHASE, INC.","AEROPHASE, INC.",N/A,N/A,"$99,301.00",Phase I,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/80302
"AEROPHASE, INC.","AEROPHASE, INC.",N/A,N/A,"$775,350.00",Phase II,SBIR,PHS2006-2,https://legacy.www.sbir.gov/sbirsearch/detail/80292
"Nova Phase, Inc.","Nova Phase, Inc.",N/A,N/A,"$499,979.00",Phase II,SBIR,N/A,https://legacy.www.sbir.gov/sbirsearch/detail/251843
"Nova Phase, Inc.","Nova Phase, Inc.",04/07/2004,10/07/2004,"$99,994.00",Phase I,SBIR,2004.1,https://legacy.www.sbir.gov/sbirsearch/detail/251845
